================================================================================
FAILED PREDICTIONS REPORT
================================================================================
Total Failures: 12185

Image Only Failed: 11234
Radar Only Failed: 951
Both Failed: 0

--------------------------------------------------------------------------------
Filename                                 | Truth      | Img Pred   | Rad Pred   | Img Conf   | Rad Conf  
Sample_5064                              | Person     | Cyclist    | Person     | 99.31%     | 100.00%   
Sample_5065                              | Person     | Cyclist    | Person     | 99.39%     | 100.00%   
Sample_5066                              | Person     | Cyclist    | Person     | 99.44%     | 100.00%   
Sample_5067                              | Person     | Cyclist    | Person     | 99.40%     | 100.00%   
Sample_5068                              | Person     | Cyclist    | Person     | 99.39%     | 100.00%   
Sample_5069                              | Person     | Cyclist    | Person     | 99.42%     | 100.00%   
Sample_5070                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_5071                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_5072                              | Person     | Cyclist    | Person     | 99.79%     | 100.00%   
Sample_5073                              | Person     | Cyclist    | Person     | 99.75%     | 100.00%   
Sample_5074                              | Person     | Cyclist    | Person     | 99.72%     | 100.00%   
Sample_5075                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_5076                              | Person     | Cyclist    | Person     | 99.43%     | 100.00%   
Sample_5077                              | Person     | Cyclist    | Person     | 99.32%     | 100.00%   
Sample_5078                              | Person     | Cyclist    | Person     | 99.14%     | 100.00%   
Sample_5079                              | Person     | Cyclist    | Person     | 99.22%     | 100.00%   
Sample_5080                              | Person     | Cyclist    | Person     | 99.36%     | 100.00%   
Sample_5081                              | Person     | Cyclist    | Person     | 99.07%     | 100.00%   
Sample_5082                              | Person     | Cyclist    | Person     | 99.16%     | 100.00%   
Sample_5083                              | Person     | Cyclist    | Person     | 99.47%     | 100.00%   
Sample_5084                              | Person     | Cyclist    | Person     | 99.21%     | 100.00%   
Sample_5085                              | Person     | Cyclist    | Person     | 98.33%     | 100.00%   
Sample_5086                              | Person     | Cyclist    | Person     | 97.26%     | 100.00%   
Sample_5087                              | Person     | Cyclist    | Person     | 97.16%     | 100.00%   
Sample_5088                              | Person     | Cyclist    | Person     | 97.51%     | 100.00%   
Sample_5089                              | Person     | Cyclist    | Person     | 98.56%     | 100.00%   
Sample_5090                              | Person     | Cyclist    | Person     | 98.71%     | 100.00%   
Sample_5091                              | Person     | Cyclist    | Person     | 98.96%     | 100.00%   
Sample_5092                              | Person     | Cyclist    | Person     | 99.04%     | 100.00%   
Sample_5093                              | Person     | Cyclist    | Person     | 98.87%     | 100.00%   
Sample_5094                              | Person     | Cyclist    | Person     | 99.15%     | 100.00%   
Sample_5095                              | Person     | Cyclist    | Person     | 99.43%     | 100.00%   
Sample_5096                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_5097                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_5098                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_5099                              | Person     | Cyclist    | Person     | 99.41%     | 100.00%   
Sample_5100                              | Person     | Cyclist    | Person     | 99.35%     | 100.00%   
Sample_5101                              | Person     | Cyclist    | Person     | 99.29%     | 100.00%   
Sample_5102                              | Person     | Cyclist    | Person     | 99.26%     | 100.00%   
Sample_5103                              | Person     | Cyclist    | Person     | 99.25%     | 100.00%   
Sample_5104                              | Person     | Cyclist    | Person     | 99.10%     | 100.00%   
Sample_5105                              | Person     | Cyclist    | Person     | 99.06%     | 100.00%   
Sample_5106                              | Person     | Cyclist    | Person     | 99.16%     | 100.00%   
Sample_5107                              | Person     | Cyclist    | Person     | 99.34%     | 100.00%   
Sample_5108                              | Person     | Cyclist    | Person     | 99.44%     | 100.00%   
Sample_5109                              | Person     | Cyclist    | Person     | 99.52%     | 100.00%   
Sample_5110                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_5111                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_5112                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_5113                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_5114                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_5115                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_5116                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_5117                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_5118                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_5119                              | Person     | Cyclist    | Person     | 99.53%     | 100.00%   
Sample_5120                              | Person     | Cyclist    | Person     | 99.50%     | 100.00%   
Sample_5121                              | Person     | Cyclist    | Person     | 99.47%     | 100.00%   
Sample_5122                              | Person     | Cyclist    | Person     | 99.45%     | 100.00%   
Sample_5123                              | Person     | Cyclist    | Person     | 99.44%     | 100.00%   
